age;job;marital;education;default;housing;loan;month;day_of_week;campaign;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;y
82;retired;married;university.degree;no;yes;no;oct;tue;1;0;nonexistent;-3.4;92.431;-26.9;0.7440000000000001;no
80;retired;divorced;basic.4y;no;no;no;oct;tue;1;0;nonexistent;-3.4;92.431;-26.9;0.7440000000000001;no
65;retired;married;high.school;no;yes;no;oct;tue;2;0;nonexistent;-3.4;92.431;-26.9;0.7440000000000001;yes
80;retired;divorced;basic.4y;no;no;no;oct;tue;1;0;nonexistent;-3.4;92.431;-26.9;0.7440000000000001;no
41;technician;married;professional.course;no;yes;no;oct;tue;2;0;nonexistent;-3.4;92.431;-26.9;0.7440000000000001;no
27;admin.;married;high.school;no;no;no;oct;tue;1;0;nonexistent;-3.4;92.431;-26.9;0.7440000000000001;no
56;;married;basic.4y;no;yes;no;oct;tue;1;0;nonexistent;-3.4;92.431;-26.9;0.7440000000000001;no
56;;married;basic.4y;no;no;no;oct;tue;1;2;success;-3.4;92.431;-26.9;0.7440000000000001;yes
37;housemaid;single;university.degree;no;no;no;oct;tue;3;0;nonexistent;-3.4;92.431;-26.9;0.7440000000000001;yes
36;admin.;married;university.degree;no;yes;no;oct;wed;1;1;failure;-3.4;92.431;-26.9;0.74;no
63;retired;married;high.school;no;yes;no;oct;wed;1;0;nonexistent;-3.4;92.431;-26.9;0.74;no
30;unemployed;single;high.school;no;yes;yes;oct;wed;1;0;nonexistent;-3.4;92.431;-26.9;0.74;no
50;;married;;no;no;no;oct;wed;1;3;failure;-3.4;92.431;-26.9;0.74;yes
35;admin.;married;university.degree;no;no;no;oct;wed;1;1;failure;-3.4;92.431;-26.9;0.74;yes
86;retired;divorced;basic.4y;no;;;oct;wed;1;0;nonexistent;-3.4;92.431;-26.9;0.74;no
48;management;married;university.degree;no;yes;yes;oct;wed;2;0;nonexistent;-3.4;92.431;-26.9;0.74;no
34;self-employed;married;university.degree;no;no;no;oct;wed;1;3;failure;-3.4;92.431;-26.9;0.74;yes
58;technician;married;basic.4y;no;no;yes;oct;wed;2;2;success;-3.4;92.431;-26.9;0.74;no
38;admin.;married;university.degree;no;yes;no;oct;wed;1;0;nonexistent;-3.4;92.431;-26.9;0.74;no
60;admin.;married;;no;yes;no;oct;wed;1;1;failure;-3.4;92.431;-26.9;0.74;yes
48;management;married;university.degree;no;no;no;oct;wed;1;1;success;-3.4;92.431;-26.9;0.74;yes
48;management;married;university.degree;no;yes;no;oct;wed;1;1;failure;-3.4;92.431;-26.9;0.74;yes
48;management;married;university.degree;no;no;no;oct;wed;1;1;failure;-3.4;92.431;-26.9;0.74;no
35;technician;married;university.degree;no;yes;no;oct;wed;2;0;nonexistent;-3.4;92.431;-26.9;0.74;no
38;admin.;married;university.degree;no;no;no;oct;wed;2;1;failure;-3.4;92.431;-26.9;0.74;no
58;technician;married;basic.4y;no;yes;no;oct;wed;1;0;nonexistent;-3.4;92.431;-26.9;0.74;no
53;admin.;married;;no;yes;no;oct;wed;2;0;nonexistent;-3.4;92.431;-26.9;0.74;no
58;technician;married;basic.4y;no;yes;no;oct;wed;1;0;nonexistent;-3.4;92.431;-26.9;0.74;no
32;admin.;married;university.degree;no;yes;yes;oct;wed;1;0;nonexistent;-3.4;92.431;-26.9;0.74;no
63;retired;married;high.school;no;no;no;oct;wed;1;0;nonexistent;-3.4;92.431;-26.9;0.74;yes
63;retired;married;high.school;no;no;no;oct;wed;1;0;nonexistent;-3.4;92.431;-26.9;0.74;no
41;technician;married;professional.course;no;no;no;oct;thu;2;0;nonexistent;-3.4;92.431;-26.9;0.741;no
48;admin.;married;high.school;no;no;no;oct;thu;1;0;nonexistent;-3.4;92.431;-26.9;0.741;no
69;technician;married;professional.course;no;yes;no;oct;thu;1;0;nonexistent;-3.4;92.431;-26.9;0.741;no
42;management;divorced;;no;yes;no;oct;thu;1;0;nonexistent;-3.4;92.431;-26.9;0.741;no
42;management;divorced;;no;yes;no;oct;thu;1;0;nonexistent;-3.4;92.431;-26.9;0.741;no
42;management;divorced;;no;no;no;oct;thu;1;0;nonexistent;-3.4;92.431;-26.9;0.741;no
77;retired;divorced;;no;no;no;oct;thu;2;0;nonexistent;-3.4;92.431;-26.9;0.741;no
54;management;divorced;university.degree;no;yes;no;oct;thu;2;1;success;-3.4;92.431;-26.9;0.741;yes
36;technician;married;professional.course;;no;no;oct;thu;1;0;nonexistent;-3.4;92.431;-26.9;0.741;yes
37;management;single;basic.9y;no;no;no;oct;thu;1;0;nonexistent;-3.4;92.431;-26.9;0.741;yes
69;technician;married;professional.course;no;yes;no;oct;thu;1;0;nonexistent;-3.4;92.431;-26.9;0.741;no
42;management;single;university.degree;no;no;no;oct;fri;2;0;nonexistent;-3.4;92.431;-26.9;0.743;yes
29;unemployed;divorced;high.school;no;no;no;oct;mon;2;0;nonexistent;-3.4;92.431;-26.9;0.743;no
59;technician;married;university.degree;no;no;no;oct;mon;1;1;failure;-3.4;92.431;-26.9;0.743;no
42;management;single;university.degree;no;yes;no;oct;mon;1;0;nonexistent;-3.4;92.431;-26.9;0.743;yes
42;management;single;university.degree;no;no;no;oct;mon;1;1;success;-3.4;92.431;-26.9;0.743;no
59;technician;married;university.degree;no;yes;no;oct;mon;3;1;failure;-3.4;92.431;-26.9;0.743;yes
42;management;single;university.degree;no;yes;no;oct;mon;1;0;nonexistent;-3.4;92.431;-26.9;0.743;yes
75;retired;married;basic.9y;no;no;no;oct;mon;1;0;nonexistent;-3.4;92.431;-26.9;0.743;no
36;admin.;married;university.degree;no;yes;yes;oct;mon;1;1;failure;-3.4;92.431;-26.9;0.743;yes
29;unemployed;divorced;high.school;no;no;no;oct;mon;1;0;nonexistent;-3.4;92.431;-26.9;0.743;no
42;management;single;university.degree;no;no;no;oct;mon;1;0;nonexistent;-3.4;92.431;-26.9;0.743;yes
33;blue-collar;married;basic.4y;no;yes;no;oct;mon;3;1;success;-3.4;92.431;-26.9;0.743;no
77;retired;married;university.degree;no;no;yes;oct;mon;1;0;nonexistent;-3.4;92.431;-26.9;0.743;yes
70;retired;married;university.degree;no;yes;no;oct;mon;2;1;failure;-3.4;92.431;-26.9;0.743;no
38;technician;divorced;professional.course;no;no;yes;oct;tue;1;2;failure;-3.4;92.431;-26.9;0.742;no
32;admin.;married;professional.course;no;yes;no;oct;tue;1;0;nonexistent;-3.4;92.431;-26.9;0.742;yes
44;technician;married;basic.9y;no;yes;no;oct;tue;1;1;success;-3.4;92.431;-26.9;0.742;no
48;admin.;married;basic.6y;no;no;no;oct;tue;1;0;nonexistent;-3.4;92.431;-26.9;0.742;no
80;retired;married;basic.4y;no;yes;yes;oct;tue;1;1;failure;-3.4;92.431;-26.9;0.742;no
71;retired;single;university.degree;no;;;oct;tue;1;0;nonexistent;-3.4;92.431;-26.9;0.742;no
71;retired;single;university.degree;no;yes;no;oct;tue;1;0;nonexistent;-3.4;92.431;-26.9;0.742;no
71;retired;single;university.degree;no;no;no;oct;tue;1;0;nonexistent;-3.4;92.431;-26.9;0.742;no
26;student;single;basic.9y;no;;;oct;tue;1;1;failure;-3.4;92.431;-26.9;0.742;no
30;management;married;university.degree;no;no;no;oct;tue;2;0;nonexistent;-3.4;92.431;-26.9;0.742;yes
35;student;single;university.degree;no;yes;no;oct;tue;2;0;nonexistent;-3.4;92.431;-26.9;0.742;yes
30;management;married;university.degree;no;yes;no;oct;tue;2;0;nonexistent;-3.4;92.431;-26.9;0.742;yes
80;retired;married;basic.4y;no;no;no;oct;tue;1;2;failure;-3.4;92.431;-26.9;0.742;yes
45;blue-collar;single;basic.9y;no;no;no;oct;tue;1;2;failure;-3.4;92.431;-26.9;0.742;no
33;unemployed;married;high.school;no;no;yes;oct;tue;1;0;nonexistent;-3.4;92.431;-26.9;0.742;no
58;unemployed;married;basic.9y;no;no;yes;oct;tue;1;2;failure;-3.4;92.431;-26.9;0.742;no
55;technician;married;professional.course;no;yes;no;oct;tue;1;0;nonexistent;-3.4;92.431;-26.9;0.742;no
55;technician;married;professional.course;no;no;no;oct;tue;1;0;nonexistent;-3.4;92.431;-26.9;0.742;no
55;technician;married;professional.course;no;no;no;oct;tue;1;0;nonexistent;-3.4;92.431;-26.9;0.742;no
48;technician;married;professional.course;no;no;yes;oct;tue;2;0;nonexistent;-3.4;92.431;-26.9;0.742;no
32;admin.;married;professional.course;no;yes;no;oct;tue;1;0;nonexistent;-3.4;92.431;-26.9;0.742;no
32;admin.;married;professional.course;no;no;yes;oct;tue;1;1;success;-3.4;92.431;-26.9;0.742;yes
22;student;single;high.school;no;yes;no;oct;tue;1;1;success;-3.4;92.431;-26.9;0.742;yes
26;student;single;basic.9y;no;yes;no;oct;tue;2;1;failure;-3.4;92.431;-26.9;0.742;no
27;technician;single;;no;no;no;oct;tue;1;0;nonexistent;-3.4;92.431;-26.9;0.742;no
56;admin.;married;basic.9y;no;yes;no;oct;tue;2;1;failure;-3.4;92.431;-26.9;0.742;no
17;student;single;;no;no;yes;oct;tue;1;2;success;-3.4;92.431;-26.9;0.742;yes
33;unemployed;married;high.school;no;yes;yes;oct;tue;2;0;nonexistent;-3.4;92.431;-26.9;0.742;yes
45;blue-collar;single;basic.9y;no;no;yes;oct;tue;2;1;failure;-3.4;92.431;-26.9;0.742;yes
26;student;single;basic.9y;no;yes;no;oct;tue;3;0;nonexistent;-3.4;92.431;-26.9;0.742;yes
48;admin.;married;basic.6y;no;yes;no;oct;tue;2;2;success;-3.4;92.431;-26.9;0.742;no
80;retired;married;basic.4y;no;no;no;oct;tue;2;0;nonexistent;-3.4;92.431;-26.9;0.742;no
44;blue-collar;single;professional.course;no;no;no;oct;tue;2;0;nonexistent;-3.4;92.431;-26.9;0.742;no
71;retired;single;university.degree;no;no;no;oct;tue;1;0;nonexistent;-3.4;92.431;-26.9;0.742;no
28;technician;single;high.school;no;no;no;oct;wed;1;1;failure;-3.4;92.431;-26.9;0.742;yes
28;technician;single;high.school;no;;;oct;wed;1;1;success;-3.4;92.431;-26.9;0.742;yes
28;admin.;single;high.school;no;no;no;oct;wed;1;0;nonexistent;-3.4;92.431;-26.9;0.742;yes
36;admin.;single;university.degree;no;no;no;oct;wed;1;1;failure;-3.4;92.431;-26.9;0.742;no
71;retired;married;basic.9y;no;no;no;oct;wed;1;0;nonexistent;-3.4;92.431;-26.9;0.742;no
36;admin.;single;university.degree;no;yes;no;oct;wed;1;2;success;-3.4;92.431;-26.9;0.742;no
74;retired;married;;no;yes;yes;oct;wed;1;0;nonexistent;-3.4;92.431;-26.9;0.742;yes
37;technician;married;university.degree;no;yes;no;oct;wed;1;1;failure;-3.4;92.431;-26.9;0.742;yes
36;admin.;married;university.degree;no;yes;no;oct;wed;1;2;failure;-3.4;92.431;-26.9;0.742;no
37;blue-collar;single;professional.course;no;no;no;oct;wed;3;0;nonexistent;-3.4;92.431;-26.9;0.742;no
56;admin.;married;basic.9y;no;no;no;oct;wed;2;0;nonexistent;-3.4;92.431;-26.9;0.742;no
38;admin.;married;high.school;no;yes;no;oct;wed;1;0;nonexistent;-3.4;92.431;-26.9;0.742;no
35;technician;married;university.degree;no;yes;no;oct;wed;1;0;nonexistent;-3.4;92.431;-26.9;0.742;no
42;entrepreneur;married;basic.9y;no;no;no;oct;wed;3;0;nonexistent;-3.4;92.431;-26.9;0.742;no
34;management;married;university.degree;no;no;no;oct;wed;2;0;nonexistent;-3.4;92.431;-26.9;0.742;yes
28;technician;single;university.degree;no;yes;yes;oct;wed;2;0;nonexistent;-3.4;92.431;-26.9;0.742;no
36;admin.;married;university.degree;no;no;no;oct;wed;2;0;nonexistent;-3.4;92.431;-26.9;0.742;no
36;unemployed;married;high.school;no;no;no;oct;thu;2;0;nonexistent;-3.4;92.431;-26.9;0.74;no
33;admin.;single;university.degree;no;no;no;oct;thu;5;1;failure;-3.4;92.431;-26.9;0.74;yes
37;blue-collar;married;basic.6y;no;yes;no;oct;thu;4;0;nonexistent;-3.4;92.431;-26.9;0.74;no
35;admin.;married;university.degree;no;yes;no;oct;thu;1;1;failure;-3.4;92.431;-26.9;0.74;no
49;admin.;single;university.degree;no;no;no;oct;thu;1;0;nonexistent;-3.4;92.431;-26.9;0.74;no
28;student;single;high.school;no;no;no;oct;thu;1;0;nonexistent;-3.4;92.431;-26.9;0.74;no
34;technician;single;professional.course;no;no;no;oct;thu;1;1;failure;-3.4;92.431;-26.9;0.74;no
30;self-employed;single;high.school;no;no;no;oct;thu;1;0;nonexistent;-3.4;92.431;-26.9;0.74;no
44;admin.;divorced;high.school;no;no;no;oct;thu;1;0;nonexistent;-3.4;92.431;-26.9;0.74;no
28;admin.;single;university.degree;no;yes;no;oct;thu;2;0;nonexistent;-3.4;92.431;-26.9;0.74;no
68;retired;married;professional.course;no;no;no;oct;thu;1;1;failure;-3.4;92.431;-26.9;0.74;no
37;blue-collar;married;basic.6y;no;no;no;oct;thu;1;0;nonexistent;-3.4;92.431;-26.9;0.74;no
37;blue-collar;married;basic.6y;no;yes;no;oct;thu;1;0;nonexistent;-3.4;92.431;-26.9;0.74;no
40;services;married;professional.course;no;yes;no;oct;thu;1;1;success;-3.4;92.431;-26.9;0.74;yes
28;student;single;;no;yes;no;oct;thu;1;0;nonexistent;-3.4;92.431;-26.9;0.74;no
74;retired;married;professional.course;no;yes;no;oct;thu;2;1;success;-3.4;92.431;-26.9;0.74;no
35;admin.;married;university.degree;no;yes;no;oct;thu;2;0;nonexistent;-3.4;92.431;-26.9;0.74;no
74;retired;married;basic.9y;no;yes;no;oct;thu;2;1;success;-3.4;92.431;-26.9;0.74;yes
37;blue-collar;married;basic.6y;no;no;no;oct;thu;5;0;nonexistent;-3.4;92.431;-26.9;0.74;no
37;blue-collar;married;basic.6y;no;no;no;oct;thu;2;3;failure;-3.4;92.431;-26.9;0.74;yes
33;admin.;single;university.degree;no;yes;no;oct;thu;3;2;success;-3.4;92.431;-26.9;0.74;yes
25;admin.;single;university.degree;no;yes;yes;oct;thu;1;0;nonexistent;-3.4;92.431;-26.9;0.74;no
37;management;single;university.degree;no;no;no;oct;thu;1;1;failure;-3.4;92.431;-26.9;0.74;yes
83;retired;married;basic.9y;no;no;no;oct;fri;2;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;no
25;admin.;single;university.degree;no;yes;yes;oct;fri;1;1;failure;-3.4;92.431;-26.9;0.7390000000000001;yes
28;services;married;basic.9y;no;yes;no;oct;fri;1;1;failure;-3.4;92.431;-26.9;0.7390000000000001;yes
28;services;married;basic.9y;no;yes;no;oct;fri;1;1;success;-3.4;92.431;-26.9;0.7390000000000001;yes
85;housemaid;divorced;basic.4y;;yes;no;oct;fri;2;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;no
22;student;single;high.school;no;no;no;oct;fri;2;1;failure;-3.4;92.431;-26.9;0.7390000000000001;yes
32;self-employed;married;professional.course;no;no;yes;oct;fri;2;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;no
25;admin.;single;university.degree;no;;;oct;fri;2;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;no
39;technician;married;university.degree;no;no;no;oct;fri;1;1;success;-3.4;92.431;-26.9;0.7390000000000001;yes
33;technician;married;professional.course;no;yes;no;oct;fri;2;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;yes
40;admin.;married;university.degree;no;yes;yes;oct;fri;5;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;no
38;admin.;married;university.degree;no;yes;no;oct;fri;2;1;success;-3.4;92.431;-26.9;0.7390000000000001;no
39;technician;married;university.degree;no;yes;no;oct;fri;1;2;failure;-3.4;92.431;-26.9;0.7390000000000001;no
39;admin.;single;high.school;no;no;no;oct;fri;1;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;no
39;admin.;single;high.school;no;yes;no;oct;fri;1;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;no
33;admin.;single;university.degree;no;yes;no;oct;fri;1;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;yes
60;self-employed;married;university.degree;no;yes;no;oct;fri;1;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;no
33;self-employed;single;professional.course;no;yes;yes;oct;fri;1;1;failure;-3.4;92.431;-26.9;0.7390000000000001;no
26;admin.;single;university.degree;no;no;no;oct;fri;1;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;yes
30;technician;single;professional.course;no;yes;no;oct;fri;2;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;no
36;services;married;high.school;no;yes;no;oct;fri;1;1;success;-3.4;92.431;-26.9;0.7390000000000001;no
36;services;married;high.school;no;no;no;oct;fri;1;2;failure;-3.4;92.431;-26.9;0.7390000000000001;no
49;admin.;single;high.school;no;no;no;oct;fri;1;1;failure;-3.4;92.431;-26.9;0.7390000000000001;no
49;admin.;single;high.school;no;yes;no;oct;fri;1;1;failure;-3.4;92.431;-26.9;0.7390000000000001;yes
28;admin.;single;university.degree;no;no;no;oct;fri;2;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;no
50;technician;married;professional.course;no;;;oct;fri;1;2;failure;-3.4;92.431;-26.9;0.7390000000000001;yes
33;admin.;married;university.degree;no;no;no;oct;fri;1;1;success;-3.4;92.431;-26.9;0.7390000000000001;yes
38;technician;married;university.degree;no;no;no;oct;fri;1;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;yes
28;management;single;university.degree;no;no;no;oct;fri;1;1;failure;-3.4;92.431;-26.9;0.7390000000000001;yes
62;retired;married;university.degree;;no;no;oct;fri;2;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;yes
34;management;married;university.degree;no;yes;no;oct;fri;1;1;success;-3.4;92.431;-26.9;0.7390000000000001;no
44;blue-collar;married;professional.course;no;no;no;oct;fri;1;2;failure;-3.4;92.431;-26.9;0.7390000000000001;no
32;admin.;single;university.degree;no;no;no;oct;fri;2;1;success;-3.4;92.431;-26.9;0.7390000000000001;no
49;admin.;single;high.school;no;yes;no;oct;fri;2;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;yes
36;admin.;married;university.degree;no;no;no;oct;fri;1;2;failure;-3.4;92.431;-26.9;0.7390000000000001;yes
36;management;married;basic.4y;no;no;no;oct;mon;2;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;no
70;retired;married;basic.4y;no;yes;no;oct;mon;1;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;yes
34;admin.;single;university.degree;no;no;no;oct;mon;1;1;failure;-3.4;92.431;-26.9;0.7390000000000001;no
29;management;single;university.degree;no;no;no;oct;mon;1;2;failure;-3.4;92.431;-26.9;0.7390000000000001;no
21;student;single;high.school;no;no;yes;oct;mon;1;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;no
60;retired;married;basic.4y;no;no;no;oct;mon;1;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;yes
60;retired;married;basic.4y;no;no;no;oct;mon;1;1;failure;-3.4;92.431;-26.9;0.7390000000000001;no
60;retired;married;basic.4y;no;yes;no;oct;mon;1;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;no
25;admin.;single;university.degree;no;yes;no;oct;mon;1;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;no
36;admin.;single;high.school;no;yes;no;oct;mon;1;1;success;-3.4;92.431;-26.9;0.7390000000000001;no
55;entrepreneur;married;professional.course;no;yes;no;oct;mon;1;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;no
60;retired;married;basic.4y;no;no;no;oct;mon;1;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;no
55;entrepreneur;married;professional.course;no;no;no;oct;mon;1;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;no
30;services;single;high.school;no;no;no;oct;mon;1;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;no
32;services;married;high.school;no;no;no;oct;mon;1;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;no
54;unemployed;divorced;high.school;no;no;yes;oct;mon;1;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;no
20;student;single;high.school;no;no;yes;oct;mon;1;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;no
36;management;married;basic.4y;no;yes;no;oct;mon;3;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;no
38;blue-collar;married;basic.9y;no;yes;no;oct;mon;3;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;no
30;services;single;high.school;no;yes;no;oct;mon;2;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;yes
55;entrepreneur;married;professional.course;no;yes;no;oct;mon;2;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;no
41;blue-collar;married;basic.9y;no;no;no;oct;mon;1;1;failure;-3.4;92.431;-26.9;0.7390000000000001;no
41;blue-collar;married;basic.9y;no;no;no;oct;mon;1;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;no
55;entrepreneur;married;professional.course;no;yes;yes;oct;mon;1;2;failure;-3.4;92.431;-26.9;0.7390000000000001;no
65;retired;married;;no;;;oct;mon;3;1;failure;-3.4;92.431;-26.9;0.7390000000000001;no
54;housemaid;married;professional.course;no;no;no;oct;mon;2;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;no
67;retired;married;professional.course;no;no;no;oct;mon;2;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;no
35;self-employed;single;university.degree;no;;;oct;mon;2;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;no
54;housemaid;married;professional.course;no;no;no;oct;mon;3;1;failure;-3.4;92.431;-26.9;0.7390000000000001;no
21;student;single;high.school;no;no;no;oct;mon;1;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;yes
51;entrepreneur;married;basic.4y;no;no;no;oct;tue;1;1;failure;-3.4;92.431;-26.9;0.737;no
59;housemaid;married;basic.4y;no;no;no;oct;tue;1;0;nonexistent;-3.4;92.431;-26.9;0.737;no
30;technician;married;professional.course;no;yes;no;oct;tue;1;1;failure;-3.4;92.431;-26.9;0.737;no
58;blue-collar;married;basic.9y;no;yes;no;oct;tue;1;1;failure;-3.4;92.431;-26.9;0.737;no
58;blue-collar;married;basic.9y;no;yes;no;oct;tue;1;1;failure;-3.4;92.431;-26.9;0.737;no
36;management;married;basic.6y;no;yes;no;oct;tue;1;1;failure;-3.4;92.431;-26.9;0.737;yes
33;admin.;married;university.degree;no;yes;no;oct;tue;2;1;success;-3.4;92.431;-26.9;0.737;yes
31;admin.;married;university.degree;no;yes;no;oct;tue;1;0;nonexistent;-3.4;92.431;-26.9;0.737;no
57;admin.;single;high.school;no;;;oct;tue;1;0;nonexistent;-3.4;92.431;-26.9;0.737;yes
31;services;single;professional.course;no;yes;no;oct;tue;1;0;nonexistent;-3.4;92.431;-26.9;0.737;yes
31;admin.;married;university.degree;no;yes;no;oct;tue;1;0;nonexistent;-3.4;92.431;-26.9;0.737;yes
60;technician;married;basic.4y;no;yes;no;oct;tue;2;1;success;-3.4;92.431;-26.9;0.737;yes
70;retired;married;basic.4y;no;yes;no;oct;tue;2;0;nonexistent;-3.4;92.431;-26.9;0.737;no
59;housemaid;married;basic.4y;no;yes;no;oct;tue;2;1;success;-3.4;92.431;-26.9;0.737;yes
53;entrepreneur;married;basic.4y;no;yes;no;oct;tue;2;0;nonexistent;-3.4;92.431;-26.9;0.737;no
30;technician;married;professional.course;no;yes;no;oct;tue;1;0;nonexistent;-3.4;92.431;-26.9;0.737;yes
24;management;single;university.degree;no;yes;no;oct;tue;2;1;failure;-3.4;92.431;-26.9;0.737;yes
39;admin.;single;high.school;no;yes;no;oct;tue;1;0;nonexistent;-3.4;92.431;-26.9;0.737;yes
44;admin.;married;university.degree;no;yes;no;oct;wed;3;1;success;-3.4;92.431;-26.9;0.735;yes
38;admin.;married;university.degree;no;yes;no;oct;wed;1;1;failure;-3.4;92.431;-26.9;0.735;yes
38;admin.;married;university.degree;no;yes;no;oct;wed;1;1;success;-3.4;92.431;-26.9;0.735;yes
70;retired;married;high.school;no;yes;no;oct;wed;3;0;nonexistent;-3.4;92.431;-26.9;0.735;no
33;admin.;single;university.degree;no;no;yes;oct;wed;1;2;failure;-3.4;92.431;-26.9;0.735;no
88;retired;divorced;basic.4y;no;yes;no;oct;wed;1;0;nonexistent;-3.4;92.431;-26.9;0.735;no
36;admin.;married;university.degree;no;yes;no;oct;wed;1;1;success;-3.4;92.431;-26.9;0.735;yes
62;retired;divorced;university.degree;no;yes;no;oct;wed;3;0;nonexistent;-3.4;92.431;-26.9;0.735;no
44;admin.;married;university.degree;no;no;no;oct;wed;1;0;nonexistent;-3.4;92.431;-26.9;0.735;no
32;admin.;married;university.degree;no;yes;no;oct;wed;2;1;success;-3.4;92.431;-26.9;0.735;yes
88;retired;divorced;basic.4y;no;no;no;oct;wed;2;1;success;-3.4;92.431;-26.9;0.735;yes
44;admin.;married;university.degree;no;yes;no;oct;wed;1;0;nonexistent;-3.4;92.431;-26.9;0.735;yes
36;admin.;married;university.degree;no;no;no;oct;wed;1;0;nonexistent;-3.4;92.431;-26.9;0.735;yes
54;admin.;divorced;university.degree;no;yes;no;oct;wed;2;2;success;-3.4;92.431;-26.9;0.735;no
42;blue-collar;married;professional.course;no;yes;no;oct;wed;1;1;success;-3.4;92.431;-26.9;0.735;yes
42;blue-collar;married;professional.course;no;no;no;oct;wed;1;0;nonexistent;-3.4;92.431;-26.9;0.735;yes
29;blue-collar;single;basic.9y;no;no;yes;oct;wed;2;0;nonexistent;-3.4;92.431;-26.9;0.735;yes
54;unemployed;married;basic.9y;no;yes;no;oct;wed;1;0;nonexistent;-3.4;92.431;-26.9;0.735;yes
34;technician;married;professional.course;no;yes;no;oct;wed;2;1;success;-3.4;92.431;-26.9;0.735;yes
32;admin.;single;university.degree;no;yes;no;oct;wed;2;0;nonexistent;-3.4;92.431;-26.9;0.735;no
30;admin.;married;university.degree;no;yes;no;oct;wed;2;0;nonexistent;-3.4;92.431;-26.9;0.735;no
37;unemployed;married;university.degree;no;yes;no;oct;thu;2;1;failure;-3.4;92.431;-26.9;0.733;yes
35;unemployed;married;university.degree;no;no;no;oct;thu;5;0;nonexistent;-3.4;92.431;-26.9;0.733;yes
56;technician;married;basic.4y;no;no;no;oct;thu;1;1;success;-3.4;92.431;-26.9;0.733;yes
33;services;married;high.school;no;yes;no;oct;thu;3;0;nonexistent;-3.4;92.431;-26.9;0.733;yes
71;management;married;university.degree;no;yes;no;oct;thu;3;2;failure;-3.4;92.431;-26.9;0.733;yes
56;retired;married;professional.course;no;;;oct;thu;1;1;success;-3.4;92.431;-26.9;0.733;yes
56;retired;married;professional.course;no;no;no;oct;thu;1;1;success;-3.4;92.431;-26.9;0.733;yes
25;services;single;high.school;no;yes;no;oct;thu;1;0;nonexistent;-3.4;92.431;-26.9;0.733;no
31;admin.;single;university.degree;no;no;no;oct;thu;1;0;nonexistent;-3.4;92.431;-26.9;0.733;no
35;unemployed;married;university.degree;no;yes;no;oct;thu;2;0;nonexistent;-3.4;92.431;-26.9;0.733;no
45;technician;married;professional.course;no;no;no;oct;thu;1;1;success;-3.4;92.431;-26.9;0.733;yes
30;admin.;single;university.degree;no;yes;no;oct;thu;4;0;nonexistent;-3.4;92.431;-26.9;0.733;yes
56;technician;married;basic.4y;no;no;no;oct;thu;3;1;success;-3.4;92.431;-26.9;0.733;yes
25;services;single;high.school;no;yes;no;oct;thu;2;0;nonexistent;-3.4;92.431;-26.9;0.733;yes
24;admin.;single;university.degree;no;yes;yes;oct;thu;1;0;nonexistent;-3.4;92.431;-26.9;0.733;yes
30;admin.;single;university.degree;no;no;yes;oct;thu;1;1;failure;-3.4;92.431;-26.9;0.733;no
